latitude,longitude,date,0,LST
40.343056,-123.383056,2023-03-17,,276.8964
40.343056,-123.383056,2023-03-18,,275.75357
40.343056,-123.383056,2023-03-19,,275.87637
40.343056,-123.383056,2023-03-20,,276.66504
40.343056,-123.383056,2023-03-21,,278.07263
40.343056,-123.383056,2023-03-22,,274.64847
40.343056,-123.383056,2023-03-23,,275.14215
40.343056,-123.383056,2023-03-24,,276.42935
40.343056,-123.383056,2023-03-25,,274.77216
40.343056,-123.383056,2023-03-26,,274.24164
40.343056,-123.383056,2023-03-27,,274.91318
40.343056,-123.383056,2023-03-28,,274.82642
40.343056,-123.383056,2023-03-29,,276.20795
40.343056,-123.383056,2023-03-30,,278.7768
40.343056,-123.383056,2023-03-31,,280.22833
40.343056,-123.383056,2023-04-01,,279.45547
40.343056,-123.383056,2023-04-02,,281.96835
40.343056,-123.383056,2023-04-03,,284.13602
40.343056,-123.383056,2023-04-04,,280.90012
40.343056,-123.383056,2023-04-05,,274.35974
40.343056,-123.383056,2023-04-06,,277.23975
40.343056,-123.383056,2023-04-07,,281.033
40.343056,-123.383056,2023-04-08,,282.42218
40.343056,-123.383056,2023-04-09,,284.79062
40.343056,-123.383056,2023-04-10,,290.15118
40.343056,-123.383056,2023-04-11,,292.30936
40.343056,-123.383056,2023-04-12,,291.79105
40.343056,-123.383056,2023-04-13,,289.32544
40.343056,-123.383056,2023-04-14,,285.2169
40.343056,-123.383056,2023-04-15,,286.54388
40.343056,-123.383056,2023-04-16,,287.3669
40.343056,-123.383056,2023-04-17,,288.85733
40.343056,-123.383056,2023-04-18,,288.76346
40.343056,-123.383056,2023-04-19,,284.38806
40.343056,-123.383056,2023-04-20,,283.25116
40.343056,-123.383056,2023-04-21,,285.89377
40.343056,-123.383056,2023-04-22,,285.98026
40.343056,-123.383056,2023-04-23,,286.0137
40.343056,-123.383056,2023-04-24,,288.27798
40.343056,-123.383056,2023-04-25,,290.28143
40.343056,-123.383056,2023-04-26,,290.11502
40.343056,-123.383056,2023-04-27,,291.3886
40.343056,-123.383056,2023-04-28,,295.10663
40.343056,-123.383056,2023-04-29,,294.25992
40.343056,-123.383056,2023-04-30,,295.89413
40.343056,-123.383056,2023-05-01,,294.2214
40.343056,-123.383056,2023-05-02,,291.71548
40.343056,-123.383056,2023-05-03,,288.37613
40.343056,-123.383056,2023-05-04,,290.89734
40.343056,-123.383056,2023-05-05,,288.31177
40.343056,-123.383056,2023-05-06,,288.35272
40.343056,-123.383056,2023-05-07,,289.89114
40.343056,-123.383056,2023-05-08,,290.72568
40.343056,-123.383056,2023-05-09,,291.93344
40.343056,-123.383056,2023-05-10,,293.77023
40.343056,-123.383056,2023-05-11,,290.70453
40.343056,-123.383056,2023-05-12,,293.53253
40.343056,-123.383056,2023-05-13,,295.3622
40.343056,-123.383056,2023-05-14,,297.24625
40.343056,-123.383056,2023-05-15,,292.25458
40.343056,-123.383056,2023-05-16,,294.8293
40.343056,-123.383056,2023-05-17,,296.48062
40.343056,-123.383056,2023-05-18,,296.4612
40.343056,-123.383056,2023-05-19,,297.7437
40.343056,-123.383056,2023-05-20,,297.75876
40.343056,-123.383056,2023-05-21,,298.33325
40.343056,-123.383056,2023-05-22,,298.0477
40.343056,-123.383056,2023-05-23,,296.7724
40.343056,-123.383056,2023-05-24,,293.99225
40.343056,-123.383056,2023-05-25,,295.739
40.343056,-123.383056,2023-05-26,,293.84332
40.343056,-123.383056,2023-05-27,,294.4471
40.343056,-123.383056,2023-05-28,,294.72046
40.343056,-123.383056,2023-05-29,,296.81708
40.343056,-123.383056,2023-05-30,,296.9378
40.343056,-123.383056,2023-05-31,,296.3967
40.343056,-123.383056,2023-06-01,,295.16077
40.343056,-123.383056,2023-06-02,,295.44467
40.343056,-123.383056,2023-06-03,,297.0522
40.343056,-123.383056,2023-06-04,,297.50812
40.343056,-123.383056,2023-06-05,,297.8695
40.343056,-123.383056,2023-06-06,,294.45337
40.343056,-123.383056,2023-06-07,,298.49316
40.343056,-123.383056,2023-06-08,,294.77466
40.343056,-123.383056,2023-06-09,,295.5921
40.343056,-123.383056,2023-06-10,,294.59103
40.343056,-123.383056,2023-06-11,,294.1498
40.343056,-123.383056,2023-06-12,,293.1536
40.343056,-123.383056,2023-06-13,,292.57303
40.343056,-123.383056,2023-06-14,,295.27423
40.343056,-123.383056,2023-06-15,,296.19144
40.343056,-123.383056,2023-06-16,,296.7848
40.343056,-123.383056,2023-06-17,,298.8824
40.343056,-123.383056,2023-06-18,,298.3051
40.343056,-123.383056,2023-06-19,,298.17746
40.343056,-123.383056,2023-06-20,,298.1542
40.343056,-123.383056,2023-06-21,,298.34003
40.343056,-123.383056,2023-06-22,,299.41873
40.343056,-123.383056,2023-06-23,,299.17532
40.343056,-123.383056,2023-06-24,,298.61713
40.343056,-123.383056,2023-06-25,,300.26764
40.343056,-123.383056,2023-06-26,,301.35333
40.343056,-123.383056,2023-06-27,,300.85754
40.343056,-123.383056,2023-06-28,,299.95328
40.343056,-123.383056,2023-06-29,,301.07297
40.343056,-123.383056,2023-06-30,,302.3872
40.343056,-123.383056,2023-07-01,,304.50836
40.343056,-123.383056,2023-07-02,,305.90228
40.343056,-123.383056,2023-07-03,,305.3176
40.343056,-123.383056,2023-07-04,,305.1262
40.343056,-123.383056,2023-07-05,,304.59662
40.343056,-123.383056,2023-07-06,,304.3355
40.343056,-123.383056,2023-07-07,,303.78262
40.343056,-123.383056,2023-07-08,,303.44708
40.343056,-123.383056,2023-07-09,,303.63144
40.343056,-123.383056,2023-07-10,,303.69717
40.343056,-123.383056,2023-07-11,,305.13458
40.343056,-123.383056,2023-07-12,,305.67004
40.343056,-123.383056,2023-07-13,,306.26535
40.343056,-123.383056,2023-07-14,,306.9205
40.343056,-123.383056,2023-07-15,,307.7248
40.343056,-123.383056,2023-07-16,,308.97827
40.343056,-123.383056,2023-07-17,,308.04056
40.343056,-123.383056,2023-07-18,,305.68106
40.343056,-123.383056,2023-07-19,,305.10428
40.343056,-123.383056,2023-07-20,,304.29037
40.343056,-123.383056,2023-07-21,,306.16644
40.343056,-123.383056,2023-07-22,,306.80215
40.343056,-123.383056,2023-07-23,,305.66348
40.343056,-123.383056,2023-07-24,,304.01328
40.343056,-123.383056,2023-07-25,,305.08618
40.343056,-123.383056,2023-07-26,,
40.343056,-123.383056,2023-07-27,,304.27045
40.343056,-123.383056,2023-07-28,,305.8492
40.343056,-123.383056,2023-07-29,,305.9518
40.343056,-123.383056,2023-07-30,,304.5113
40.343056,-123.383056,2023-07-31,,304.91577
40.343056,-123.383056,2023-08-01,,304.12112
40.343056,-123.383056,2023-08-02,,300.24417
40.343056,-123.383056,2023-08-03,,300.27515
40.343056,-123.383056,2023-08-04,,299.90686
40.343056,-123.383056,2023-08-05,,303.00098
40.343056,-123.383056,2023-08-06,,303.43112
40.343056,-123.383056,2023-08-07,,303.8318
40.343056,-123.383056,2023-08-08,,303.40045
40.343056,-123.383056,2023-08-09,,302.7883
40.343056,-123.383056,2023-08-10,,302.11734
40.343056,-123.383056,2023-08-11,,302.1555
40.343056,-123.383056,2023-08-12,,303.43082
40.343056,-123.383056,2023-08-13,,302.39423
40.343056,-123.383056,2023-08-14,,303.88397
40.343056,-123.383056,2023-08-15,,302.60693
40.343056,-123.383056,2023-08-16,,302.2931
40.343056,-123.383056,2023-08-17,,303.92734
40.343056,-123.383056,2023-08-18,,302.76938
40.343056,-123.383056,2023-08-19,,301.5784
40.343056,-123.383056,2023-08-20,,302.0685
40.343056,-123.383056,2023-08-21,,302.74063
40.343056,-123.383056,2023-08-22,,299.1868
40.343056,-123.383056,2023-08-23,,297.9909
40.343056,-123.383056,2023-08-24,,301.34634
40.343056,-123.383056,2023-08-25,,301.76355
40.343056,-123.383056,2023-08-26,,298.9057
40.343056,-123.383056,2023-08-27,,301.148
40.343056,-123.383056,2023-08-28,,302.55716
40.343056,-123.383056,2023-08-29,,303.77063
40.343056,-123.383056,2023-08-30,,302.7456
40.343056,-123.383056,2023-08-31,,303.31287
40.343056,-123.383056,2023-09-01,,301.71777
40.343056,-123.383056,2023-09-02,,297.80896
40.343056,-123.383056,2023-09-03,,296.07794
40.343056,-123.383056,2023-09-04,,296.09714
40.343056,-123.383056,2023-09-05,,296.30853
40.343056,-123.383056,2023-09-06,,297.92563
40.343056,-123.383056,2023-09-07,,298.98325
40.343056,-123.383056,2023-09-08,,300.12604
40.343056,-123.383056,2023-09-09,,300.59058
40.343056,-123.383056,2023-09-10,,298.92236
40.343056,-123.383056,2023-09-11,,298.7232
40.343056,-123.383056,2023-09-12,,295.84515
40.343056,-123.383056,2023-09-13,,296.81534
40.343056,-123.383056,2023-09-14,,296.1895
40.343056,-123.383056,2023-09-15,,297.65002
40.343056,-123.383056,2023-09-16,,297.48828
40.343056,-123.383056,2023-09-17,,296.93353
40.343056,-123.383056,2023-09-18,,295.9407
40.343056,-123.383056,2023-09-19,,296.32138
40.343056,-123.383056,2023-09-20,,297.55536
40.343056,-123.383056,2023-09-21,,294.31262
40.343056,-123.383056,2023-09-22,,293.26367
40.343056,-123.383056,2023-09-23,,292.87366
40.343056,-123.383056,2023-09-24,,293.3834
40.343056,-123.383056,2023-09-25,,294.35016
40.343056,-123.383056,2023-09-26,,295.49188
40.343056,-123.383056,2023-09-27,,295.85486
40.343056,-123.383056,2023-09-28,,296.38516
40.343056,-123.383056,2023-09-29,,295.11197
40.343056,-123.383056,2023-09-30,,295.65015
40.343056,-123.383056,2023-10-01,,291.46817
40.343056,-123.383056,2023-10-02,,290.01547
40.343056,-123.383056,2023-10-03,,289.14194
40.343056,-123.383056,2023-10-04,,288.77917
40.343056,-123.383056,2023-10-05,,290.81165
40.343056,-123.383056,2023-10-06,,292.77924
40.343056,-123.383056,2023-10-07,,292.49658
